Data provided by SimFin - if you find any inconsistencies in the data contact us at info@simfin.com - all figures in millions apart from share prices - currency is USD
SimFin ID;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052;111052
company;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC;APPLE INC
ticker;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL;AAPL
financial year end (month);9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
industry code;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001;101001
indicator;Share Price;Common Shares Outstanding;Avg. Basic Shares Outstanding;Avg. Diluted Shares Outstanding;Revenues;COGS;SG&A;R&D;EBIT;EBITDA;Interest expense, net;Abnormal Gains/Losses;Income Taxes;Net Income from Discontinued Op.;Net Profit;Dividends;Cash and Cash Equivalents;Receivables;Current Assets;Net PP&E;Intangible Assets;Goodwill;Total Noncurrent Assets;Total Assets;Short term debt;Accounts Payable;Current Liabilities;Long Term Debt;Total Noncurrent Liabilities;Total Liabilities;Preferred Equity;Share Capital;Treasury Stock;Retained Earnings;Equity Before Minorities;Minorities;Total Equity;Depreciation & Amortisation;Change in Working Capital;Cash From Operating Activities;Net Change in PP&E & Intangibles;Cash From Investing Activities;Cash From Financing Activities;Net Change in Cash;Free Cash Flow;Gross Margin;Operating Margin;Net Profit Margin;Return on Equity;Return on Assets;Current Ratio;Liabilities to Equity Ratio;Debt to Assets Ratio;EV / EBITDA;EV / Sales;Book to Market;Operating Income / EV;Market Capitalisation;Enterprise Value
2010-01-04;27.50;906.282182;903.542;919.783;;;;;;;;;;;;0.00;23464.00;3361.00;31555.00;2954.00;0.00;206.00;15946.00;47501.00;0.00;5601.00;11506.00;0.00;4355.00;15861.00;0.00;8210.00;0.00;23353.00;31640.00;0.00;31640.00;734.00;-560.00;10159.00;-1213.00;-17434.00;663.00;-6612.00;;;;;;;2.7425;0.5013;0.0;;;1.2695;;24922.76;1458.76
2010-01-05;27.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24968.0741;
2010-01-06;27.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24569.31;
2010-01-07;27.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24523.9958;
2010-01-08;27.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24687.1266;
2010-01-11;27.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24469.6189;
2010-01-12;26.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24188.6714;
2010-01-13;27.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24533.0587;
2010-01-14;26.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24388.0535;
2010-01-15;26.46;906.794589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23993.7848;
2010-01-19;27.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25063.8024;
2010-01-20;27.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24673.8808;
2010-01-21;26.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24247.6873;
2010-01-22;25.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23041.6505;
2010-01-25;26.10;;;;46708.00;27582.00;4346.00;1416.00;13364.00;14139.0;0.00;0.00;4207.00;0.00;9358.00;0.00;24796.00;3090.00;33332.00;3115.00;0.00;253.00;20594.00;53926.00;0.00;6511.00;13097.00;0.00;5061.00;18158.00;0.00;8962.00;0.00;26695.00;35768.00;0.00;35768.00;775.00;-58.00;12002.00;-1241.00;-12753.00;1124.00;373.00;8633.0;0.4095;0.2861;0.2004;0.2616;0.1735;2.545;0.5077;0.0;-0.0798;-0.0242;1.5113;-11.8406;23667.3388;-1128.6612
2010-01-26;26.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24002.8528;
2010-01-27;26.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24229.5514;
2010-01-28;25.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23223.0094;
2010-01-29;24.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22379.6905;
2010-02-01;25.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22697.0686;
2010-02-02;25.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22824.0198;
2010-02-03;25.60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23213.9415;
2010-02-04;24.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22379.6905;
2010-02-05;25.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22778.6801;
2010-02-08;24.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22624.525;
2010-02-09;25.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22860.2916;
2010-02-10;25.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22742.4083;
2010-02-11;25.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23150.4659;
2010-02-12;25.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23349.9607;
2010-02-16;26.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23703.6106;
2010-02-17;26.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23603.8632;
2010-02-18;26.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23649.2029;
2010-02-19;25.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23504.1157;
2010-02-22;25.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23359.0286;
2010-02-23;25.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22960.039;
2010-02-24;25.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23386.2325;
2010-02-25;25.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23540.3875;
2010-02-26;26.30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23848.6977;
2010-03-01;26.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24356.5027;
2010-03-02;26.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24338.3668;
2010-03-03;26.90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24392.7744;
2010-03-04;27.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24555.9975;
2010-03-05;28.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25517.1997;
2010-03-08;28.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25526.2677;
2010-03-09;28.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25988.7329;
2010-03-10;28.90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26206.3636;
2010-03-11;28.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26278.9072;
2010-03-12;29.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26405.8584;
2010-03-15;28.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26088.4803;
2010-03-16;28.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26151.9559;
2010-03-17;28.80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26115.6842;
2010-03-18;28.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26179.1598;
2010-03-19;28.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25898.0535;
2010-03-22;28.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26188.2277;
2010-03-23;29.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26614.4212;
2010-03-24;29.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26732.3045;
2010-03-25;29.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26414.9264;
2010-03-26;29.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26904.5955;
2010-03-27;;909.635811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26988.8945;
2010-03-29;29.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27170.8217;
